"VerseID","BookID","Chapter","VerseNum","OsisRef","VerseText"
"23163","40","1","18","Matt.1.18","Now the birth of Jesus Christ was on this wise: When as his mother Mary was espoused to Joseph, before they came together, she was found with child of the Holy Ghost."
"23164","40","1","19","Matt.1.19","Then Joseph her husband, being a just man, and not willing to make her a publick example, was minded to put her away privily."
"23165","40","1","20","Matt.1.20","But while he thought on these things, behold, the angel of the Lord appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife: for that which is conceived in her is of the Holy Ghost."
"23166","40","1","21","Matt.1.21","And she shall bring forth a son, and thou shalt call his name JESUS: for he shall save his people from their sins."
"23167","40","1","22","Matt.1.22","Now all this was done, that it might be fulfilled which was spoken of the Lord by the prophet, saying,"
"23168","40","1","23","Matt.1.23","Behold, a virgin shall be with child, and shall bring forth a son, and they shall call his name Emmanuel, which being interpreted is, God with us."
"23169","40","1","24","Matt.1.24","Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife:"
"23170","40","1","25","Matt.1.25","And knew her not till she had brought forth her firstborn son: and he called his name JESUS."
"23171","40","2","1","Matt.2.1","Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,"
"23172","40","2","2","Matt.2.2","Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him."
"23173","40","2","3","Matt.2.3","When Herod the king had heard these things, he was troubled, and all Jerusalem with him."
"23174","40","2","4","Matt.2.4","And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born."
"23175","40","2","5","Matt.2.5","And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,"
"23176","40","2","6","Matt.2.6","And thou Bethlehem, in the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel."
"23177","40","2","7","Matt.2.7","Then Herod, when he had privily called the wise men, enquired of them diligently what time the star appeared."
"23178","40","2","8","Matt.2.8","And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found him, bring me word again, that I may come and worship him also."
"23179","40","2","9","Matt.2.9","When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was."
"23180","40","2","10","Matt.2.10","When they saw the star, they rejoiced with exceeding great joy."
"23181","40","2","11","Matt.2.11","And when they were come into the house, they saw the young child with Mary his mother, and fell down, and worshipped him: and when they had opened their treasures, they presented unto him gifts; gold, and frankincense, and myrrh."
"23182","40","2","12","Matt.2.12","And being warned of God in a dream that they should not return to Herod, they departed into their own country another way."
"23183","40","2","13","Matt.2.13","And when they were departed, behold, the angel of the Lord appeareth to Joseph in a dream, saying, Arise, and take the young child and his mother, and flee into Egypt, and be thou there until I bring thee word: for Herod will seek the young child to destroy him."
"23184","40","2","14","Matt.2.14","When he arose, he took the young child and his mother by night, and departed into Egypt:"
"23185","40","2","15","Matt.2.15","And was there until the death of Herod: that it might be fulfilled which was spoken of the Lord by the prophet, saying, Out of Egypt have I called my son."
"23186","40","2","16","Matt.2.16","Then Herod, when he saw that he was mocked of the wise men, was exceeding wroth, and sent forth, and slew all the children that were in Bethlehem, and in all the coasts thereof, from two years old and under, according to the time which he had diligently enquired of the wise men."
"23187","40","2","17","Matt.2.17","Then was fulfilled that which was spoken by Jeremy the prophet, saying,"
"23188","40","2","18","Matt.2.18","In Rama was there a voice heard, lamentation, and weeping, and great mourning, Rachel weeping for her children, and would not be comforted, because they are not."
"23189","40","2","19","Matt.2.19","But when Herod was dead, behold, an angel of the Lord appeareth in a dream to Joseph in Egypt,"
"23190","40","2","20","Matt.2.20","Saying, Arise, and take the young child and his mother, and go into the land of Israel: for they are dead which sought the young child's life."
"23191","40","2","21","Matt.2.21","And he arose, and took the young child and his mother, and came into the land of Israel."
"23192","40","2","22","Matt.2.22","But when he heard that Archelaus did reign in Judaea in the room of his father Herod, he was afraid to go thither: notwithstanding, being warned of God in a dream, he turned aside into the parts of Galilee:"
"23193","40","2","23","Matt.2.23","And he came and dwelt in a city called Nazareth: that it might be fulfilled which was spoken by the prophets, He shall be called a Nazarene."
"23194","40","3","1","Matt.3.1","In those days came John the Baptist, preaching in the wilderness of Judaea,"
"23195","40","3","2","Matt.3.2","And saying, Repent ye: for the kingdom of heaven is at hand."
"23196","40","3","3","Matt.3.3","For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight."
"23197","40","3","4","Matt.3.4","And the same John had his raiment of camel's hair, and a leathern girdle about his loins; and his meat was locusts and wild honey."
"23198","40","3","5","Matt.3.5","Then went out to him Jerusalem, and all Judaea, and all the region round about Jordan,"
"23199","40","3","6","Matt.3.6","And were baptized of him in Jordan, confessing their sins."
"23200","40","3","7","Matt.3.7","But when he saw many of the Pharisees and Sadducees come to his baptism, he said unto them, O generation of vipers, who hath warned you to flee from the wrath to come?"
"23201","40","3","8","Matt.3.8","Bring forth therefore fruits meet for repentance:"
"23202","40","3","9","Matt.3.9","And think not to say within yourselves, We have Abraham to our father: for I say unto you, that God is able of these stones to raise up children unto Abraham."
"23203","40","3","10","Matt.3.10","And now also the axe is laid unto the root of the trees: therefore every tree which bringeth not forth good fruit is hewn down, and cast into the fire."
"23204","40","3","11","Matt.3.11","I indeed baptize you with water unto repentance: but he that cometh after me is mightier than I, whose shoes I am not worthy to bear: he shall baptize you with the Holy Ghost, and with fire:"
"23205","40","3","12","Matt.3.12","Whose fan is in his hand, and he will throughly purge his floor, and gather his wheat into the garner; but he will burn up the chaff with unquenchable fire."
"23206","40","3","13","Matt.3.13","Then cometh Jesus from Galilee to Jordan unto John, to be baptized of him."
"23207","40","3","14","Matt.3.14","But John forbad him, saying, I have need to be baptized of thee, and comest thou to me?"
"23208","40","3","15","Matt.3.15","And Jesus answering said unto him, Suffer it to be so now: for thus it becometh us to fulfil all righteousness. Then he suffered him."
"23209","40","3","16","Matt.3.16","And Jesus, when he was baptized, went up straightway out of the water: and, lo, the heavens were opened unto him, and he saw the Spirit of God descending like a dove, and lighting upon him:"
"23210","40","3","17","Matt.3.17","And lo a voice from heaven, saying, This is my beloved Son, in whom I am well pleased."
"23211","40","4","1","Matt.4.1","Then was Jesus led up of the Spirit into the wilderness to be tempted of the devil."
"23212","40","4","2","Matt.4.2","And when he had fasted forty days and forty nights, he was afterward an hungred."
"23213","40","4","3","Matt.4.3","And when the tempter came to him, he said, If thou be the Son of God, command that these stones be made bread."
"23214","40","4","4","Matt.4.4","But he answered and said, It is written, Man shall not live by bread alone, but by every word that proceedeth out of the mouth of God."
"23215","40","4","5","Matt.4.5","Then the devil taketh him up into the holy city, and setteth him on a pinnacle of the temple,"
"23216","40","4","6","Matt.4.6","And saith unto him, If thou be the Son of God, cast thyself down: for it is written, He shall give his angels charge concerning thee: and in their hands they shall bear thee up, lest at any time thou dash thy foot against a stone."
"23217","40","4","7","Matt.4.7","Jesus said unto him, It is written again, Thou shalt not tempt the Lord thy God."
"23218","40","4","8","Matt.4.8","Again, the devil taketh him up into an exceeding high mountain, and sheweth him all the kingdoms of the world, and the glory of them;"
"23219","40","4","9","Matt.4.9","And saith unto him, All these things will I give thee, if thou wilt fall down and worship me."
"23220","40","4","10","Matt.4.10","Then saith Jesus unto him, Get thee hence, Satan: for it is written, Thou shalt worship the Lord thy God, and him only shalt thou serve."
"23221","40","4","11","Matt.4.11","Then the devil leaveth him, and, behold, angels came and ministered unto him."
"23222","40","4","12","Matt.4.12","Now when Jesus had heard that John was cast into prison, he departed into Galilee;"
"23223","40","4","13","Matt.4.13","And leaving Nazareth, he came and dwelt in Capernaum, which is upon the sea coast, in the borders of Zabulon and Nephthalim:"
"23224","40","4","14","Matt.4.14","That it might be fulfilled which was spoken by Esaias the prophet, saying,"
"23225","40","4","15","Matt.4.15","The land of Zabulon, and the land of Nephthalim, by the way of the sea, beyond Jordan, Galilee of the Gentiles;"
"23226","40","4","16","Matt.4.16","The people which sat in darkness saw great light; and to them which sat in the region and shadow of death light is sprung up."
"23227","40","4","17","Matt.4.17","From that time Jesus began to preach, and to say, Repent: for the kingdom of heaven is at hand."
"23228","40","4","18","Matt.4.18","And Jesus, walking by the sea of Galilee, saw two brethren, Simon called Peter, and Andrew his brother, casting a net into the sea: for they were fishers."
"23229","40","4","19","Matt.4.19","And he saith unto them, Follow me, and I will make you fishers of men."
"23230","40","4","20","Matt.4.20","And they straightway left their nets, and followed him."
"23231","40","4","21","Matt.4.21","And going on from thence, he saw other two brethren, James the son of Zebedee, and John his brother, in a ship with Zebedee their father, mending their nets; and he called them."
"23232","40","4","22","Matt.4.22","And they immediately left the ship and their father, and followed him."
"23233","40","4","23","Matt.4.23","And Jesus went about all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing all manner of sickness and all manner of disease among the people."
"23234","40","4","24","Matt.4.24","And his fame went throughout all Syria: and they brought unto him all sick people that were taken with divers diseases and torments, and those which were possessed with devils, and those which were lunatick, and those that had the palsy; and he healed them."
"23235","40","4","25","Matt.4.25","And there followed him great multitudes of people from Galilee, and from Decapolis, and from Jerusalem, and from Judaea, and from beyond Jordan."
"23236","40","5","1","Matt.5.1","And seeing the multitudes, he went up into a mountain: and when he was set, his disciples came unto him:"
"23237","40","5","2","Matt.5.2","And he opened his mouth, and taught them, saying,"
"23238","40","5","3","Matt.5.3","Blessed are the poor in spirit: for theirs is the kingdom of heaven."
"23239","40","5","4","Matt.5.4","Blessed are they that mourn: for they shall be comforted."
"23240","40","5","5","Matt.5.5","Blessed are the meek: for they shall inherit the earth."
"23241","40","5","6","Matt.5.6","Blessed are they which do hunger and thirst after righteousness: for they shall be filled."
"23242","40","5","7","Matt.5.7","Blessed are the merciful: for they shall obtain mercy."
"23243","40","5","8","Matt.5.8","Blessed are the pure in heart: for they shall see God."
"23244","40","5","9","Matt.5.9","Blessed are the peacemakers: for they shall be called the children of God."
"23245","40","5","10","Matt.5.10","Blessed are they which are persecuted for righteousness' sake: for theirs is the kingdom of heaven."
"23246","40","5","11","Matt.5.11","Blessed are ye, when men shall revile you, and persecute you, and shall say all manner of evil against you falsely, for my sake."
"23247","40","5","12","Matt.5.12","Rejoice, and be exceeding glad: for great is your reward in heaven: for so persecuted they the prophets which were before you."
"23248","40","5","13","Matt.5.13","Ye are the salt of the earth: but if the salt have lost his savour, wherewith shall it be salted? it is thenceforth good for nothing, but to be cast out, and to be trodden under foot of men."
"23249","40","5","14","Matt.5.14","Ye are the light of the world. A city that is set on an hill cannot be hid."
"23250","40","5","15","Matt.5.15","Neither do men light a candle, and put it under a bushel, but on a candlestick; and it giveth light unto all that are in the house."
"23251","40","5","16","Matt.5.16","Let your light so shine before men, that they may see your good works, and glorify your Father which is in heaven."
"23252","40","5","17","Matt.5.17","Think not that I am come to destroy the law, or the prophets: I am not come to destroy, but to fulfil."
"23253","40","5","18","Matt.5.18","For verily I say unto you, Till heaven and earth pass, one jot or one tittle shall in no wise pass from the law, till all be fulfilled."
"23254","40","5","19","Matt.5.19","Whosoever therefore shall break one of these least commandments, and shall teach men so, he shall be called the least in the kingdom of heaven: but whosoever shall do and teach them, the same shall be called great in the kingdom of heaven."
"23255","40","5","20","Matt.5.20","For I say unto you, That except your righteousness shall exceed the righteousness of the scribes and Pharisees, ye shall in no case enter into the kingdom of heaven."
"23256","40","5","21","Matt.5.21","Ye have heard that it was said by them of old time, Thou shalt not kill; and whosoever shall kill shall be in danger of the judgment:"
"23257","40","5","22","Matt.5.22","But I say unto you, That whosoever is angry with his brother without a cause shall be in danger of the judgment: and whosoever shall say to his brother, Raca, shall be in danger of the council: but whosoever shall say, Thou fool, shall be in danger of hell fire."
"23258","40","5","23","Matt.5.23","Therefore if thou bring thy gift to the altar, and there rememberest that thy brother hath ought against thee;"
"23259","40","5","24","Matt.5.24","Leave there thy gift before the altar, and go thy way; first be reconciled to thy brother, and then come and offer thy gift."
"23260","40","5","25","Matt.5.25","Agree with thine adversary quickly, whiles thou art in the way with him; lest at any time the adversary deliver thee to the judge, and the judge deliver thee to the officer, and thou be cast into prison."
"23261","40","5","26","Matt.5.26","Verily I say unto thee, Thou shalt by no means come out thence, till thou hast paid the uttermost farthing."
"23262","40","5","27","Matt.5.27","Ye have heard that it was said by them of old time, Thou shalt not commit adultery:"
"23263","40","5","28","Matt.5.28","But I say unto you, That whosoever looketh on a woman to lust after her hath committed adultery with her already in his heart."
"23264","40","5","29","Matt.5.29","And if thy right eye offend thee, pluck it out, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell."
"23265","40","5","30","Matt.5.30","And if thy right hand offend thee, cut it off, and cast it from thee: for it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell."
"23266","40","5","31","Matt.5.31","It hath been said, Whosoever shall put away his wife, let him give her a writing of divorcement:"
"23267","40","5","32","Matt.5.32","But I say unto you, That whosoever shall put away his wife, saving for the cause of fornication, causeth her to commit adultery: and whosoever shall marry her that is divorced committeth adultery."
"23268","40","5","33","Matt.5.33","Again, ye have heard that it hath been said by them of old time, Thou shalt not forswear thyself, but shalt perform unto the Lord thine oaths:"
"23269","40","5","34","Matt.5.34","But I say unto you, Swear not at all; neither by heaven; for it is God's throne:"
"23270","40","5","35","Matt.5.35","Nor by the earth; for it is his footstool: neither by Jerusalem; for it is the city of the great King."
"23271","40","5","36","Matt.5.36","Neither shalt thou swear by thy head, because thou canst not make one hair white or black."
"23272","40","5","37","Matt.5.37","But let your communication be, Yea, yea; Nay, nay: for whatsoever is more than these cometh of evil."
"23273","40","5","38","Matt.5.38","Ye have heard that it hath been said, An eye for an eye, and a tooth for a tooth:"
"23274","40","5","39","Matt.5.39","But I say unto you, That ye resist not evil: but whosoever shall smite thee on thy right cheek, turn to him the other also."
"23275","40","5","40","Matt.5.40","And if any man will sue thee at the law, and take away thy coat, let him have thy cloke also."
"23276","40","5","41","Matt.5.41","And whosoever shall compel thee to go a mile, go with him twain."
"23277","40","5","42","Matt.5.42","Give to him that asketh thee, and from him that would borrow of thee turn not thou away."
"23278","40","5","43","Matt.5.43","Ye have heard that it hath been said, Thou shalt love thy neighbour, and hate thine enemy."
"23279","40","5","44","Matt.5.44","But I say unto you, Love your enemies, bless them that curse you, do good to them that hate you, and pray for them which despitefully use you, and persecute you;"
"23280","40","5","45","Matt.5.45","That ye may be the children of your Father which is in heaven: for he maketh his sun to rise on the evil and on the good, and sendeth rain on the just and on the unjust."
"23281","40","5","46","Matt.5.46","For if ye love them which love you, what reward have ye? do not even the publicans the same?"
"23282","40","5","47","Matt.5.47","And if ye salute your brethren only, what do ye more than others? do not even the publicans so?"
"23283","40","5","48","Matt.5.48","Be ye therefore perfect, even as your Father which is in heaven is perfect."
"23284","40","6","1","Matt.6.1","Take heed that ye do not your alms before men, to be seen of them: otherwise ye have no reward of your Father which is in heaven."
"23285","40","6","2","Matt.6.2","Therefore when thou doest thine alms, do not sound a trumpet before thee, as the hypocrites do in the synagogues and in the streets, that they may have glory of men. Verily I say unto you, They have their reward."
"23286","40","6","3","Matt.6.3","But when thou doest alms, let not thy left hand know what thy right hand doeth:"
"23287","40","6","4","Matt.6.4","That thine alms may be in secret: and thy Father which seeth in secret himself shall reward thee openly."
"23288","40","6","5","Matt.6.5","And when thou prayest, thou shalt not be as the hypocrites are: for they love to pray standing in the synagogues and in the corners of the streets, that they may be seen of men. Verily I say unto you, They have their reward."
"23289","40","6","6","Matt.6.6","But thou, when thou prayest, enter into thy closet, and when thou hast shut thy door, pray to thy Father which is in secret; and thy Father which seeth in secret shall reward thee openly."
"23290","40","6","7","Matt.6.7","But when ye pray, use not vain repetitions, as the heathen do: for they think that they shall be heard for their much speaking."
"23291","40","6","8","Matt.6.8","Be not ye therefore like unto them: for your Father knoweth what things ye have need of, before ye ask him."
"23292","40","6","9","Matt.6.9","After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name."
"23293","40","6","10","Matt.6.10","Thy kingdom come. Thy will be done in earth, as it is in heaven."
"23294","40","6","11","Matt.6.11","Give us this day our daily bread."
"23295","40","6","12","Matt.6.12","And forgive us our debts, as we forgive our debtors."
"23296","40","6","13","Matt.6.13","And lead us not into temptation, but deliver us from evil: For thine is the kingdom, and the power, and the glory, for ever. Amen."
"23297","40","6","14","Matt.6.14","For if ye forgive men their trespasses, your heavenly Father will also forgive you:"
"23298","40","6","15","Matt.6.15","But if ye forgive not men their trespasses, neither will your Father forgive your trespasses."
"23299","40","6","16","Matt.6.16","Moreover when ye fast, be not, as the hypocrites, of a sad countenance: for they disfigure their faces, that they may appear unto men to fast. Verily I say unto you, They have their reward."
"23300","40","6","17","Matt.6.17","But thou, when thou fastest, anoint thine head, and wash thy face;"
"23301","40","6","18","Matt.6.18","That thou appear not unto men to fast, but unto thy Father which is in secret: and thy Father, which seeth in secret, shall reward thee openly."
"23302","40","6","19","Matt.6.19","Lay not up for yourselves treasures upon earth, where moth and rust doth corrupt, and where thieves break through and steal:"
"23303","40","6","20","Matt.6.20","But lay up for yourselves treasures in heaven, where neither moth nor rust doth corrupt, and where thieves do not break through nor steal:"
"23304","40","6","21","Matt.6.21","For where your treasure is, there will your heart be also."
"23305","40","6","22","Matt.6.22","The light of the body is the eye: if therefore thine eye be single, thy whole body shall be full of light."
"23306","40","6","23","Matt.6.23","But if thine eye be evil, thy whole body shall be full of darkness. If therefore the light that is in thee be darkness, how great is that darkness!"
"23307","40","6","24","Matt.6.24","No man can serve two masters: for either he will hate the one, and love the other; or else he will hold to the one, and despise the other. Ye cannot serve God and mammon."
"23308","40","6","25","Matt.6.25","Therefore I say unto you, Take no thought for your life, what ye shall eat, or what ye shall drink; nor yet for your body, what ye shall put on. Is not the life more than meat, and the body than raiment?"
"23309","40","6","26","Matt.6.26","Behold the fowls of the air: for they sow not, neither do they reap, nor gather into barns; yet your heavenly Father feedeth them. Are ye not much better than they?"
"23310","40","6","27","Matt.6.27","Which of you by taking thought can add one cubit unto his stature?"
"23311","40","6","28","Matt.6.28","And why take ye thought for raiment? Consider the lilies of the field, how they grow; they toil not, neither do they spin:"
"23312","40","6","29","Matt.6.29","And yet I say unto you, That even Solomon in all his glory was not arrayed like one of these."
"23313","40","6","30","Matt.6.30","Wherefore, if God so clothe the grass of the field, which to day is, and to morrow is cast into the oven, shall he not much more clothe you, O ye of little faith?"
"23314","40","6","31","Matt.6.31","Therefore take no thought, saying, What shall we eat? or, What shall we drink? or, Wherewithal shall we be clothed?"
"23315","40","6","32","Matt.6.32","For after all these things do the Gentiles seek:) for your heavenly Father knoweth that ye have need of all these things."
"23316","40","6","33","Matt.6.33","But seek ye first the kingdom of God, and his righteousness; and all these things shall be added unto you."
"23317","40","6","34","Matt.6.34","Take therefore no thought for the morrow: for the morrow shall take thought for the things of itself. Sufficient unto the day is the evil thereof."
"23318","40","7","1","Matt.7.1","Judge not, that ye be not judged."
"23319","40","7","2","Matt.7.2","For with what judgment ye judge, ye shall be judged: and with what measure ye mete, it shall be measured to you again."
"23320","40","7","3","Matt.7.3","And why beholdest thou the mote that is in thy brother's eye, but considerest not the beam that is in thine own eye?"
"23321","40","7","4","Matt.7.4","Or how wilt thou say to thy brother, Let me pull out the mote out of thine eye; and, behold, a beam is in thine own eye?"
"23322","40","7","5","Matt.7.5","Thou hypocrite, first cast out the beam out of thine own eye; and then shalt thou see clearly to cast out the mote out of thy brother's eye."
"23323","40","7","6","Matt.7.6","Give not that which is holy unto the dogs, neither cast ye your pearls before swine, lest they trample them under their feet, and turn again and rend you."
"23324","40","7","7","Matt.7.7","Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you:"
"23325","40","7","8","Matt.7.8","For every one that asketh receiveth; and he that seeketh findeth; and to him that knocketh it shall be opened."
"23326","40","7","9","Matt.7.9","Or what man is there of you, whom if his son ask bread, will he give him a stone?"
"23327","40","7","10","Matt.7.10","Or if he ask a fish, will he give him a serpent?"
"23328","40","7","11","Matt.7.11","If ye then, being evil, know how to give good gifts unto your children, how much more shall your Father which is in heaven give good things to them that ask him?"
"23329","40","7","12","Matt.7.12","Therefore all things whatsoever ye would that men should do to you, do ye even so to them: for this is the law and the prophets."
"23330","40","7","13","Matt.7.13","Enter ye in at the strait gate: for wide is the gate, and broad is the way, that leadeth to destruction, and many there be which go in thereat:"
"23331","40","7","14","Matt.7.14","Because strait is the gate, and narrow is the way, which leadeth unto life, and few there be that find it."
"23332","40","7","15","Matt.7.15","Beware of false prophets, which come to you in sheep's clothing, but inwardly they are ravening wolves."
"23333","40","7","16","Matt.7.16","Ye shall know them by their fruits. Do men gather grapes of thorns, or figs of thistles?"
"23334","40","7","17","Matt.7.17","Even so every good tree bringeth forth good fruit; but a corrupt tree bringeth forth evil fruit."
"23335","40","7","18","Matt.7.18","A good tree cannot bring forth evil fruit, neither can a corrupt tree bring forth good fruit."
"23336","40","7","19","Matt.7.19","Every tree that bringeth not forth good fruit is hewn down, and cast into the fire."
"23337","40","7","20","Matt.7.20","Wherefore by their fruits ye shall know them."
"23338","40","7","21","Matt.7.21","Not every one that saith unto me, Lord, Lord, shall enter into the kingdom of heaven; but he that doeth the will of my Father which is in heaven."
"23339","40","7","22","Matt.7.22","Many will say to me in that day, Lord, Lord, have we not prophesied in thy name? and in thy name have cast out devils? and in thy name done many wonderful works?"
"23340","40","7","23","Matt.7.23","And then will I profess unto them, I never knew you: depart from me, ye that work iniquity."
"23341","40","7","24","Matt.7.24","Therefore whosoever heareth these sayings of mine, and doeth them, I will liken him unto a wise man, which built his house upon a rock:"
"23342","40","7","25","Matt.7.25","And the rain descended, and the floods came, and the winds blew, and beat upon that house; and it fell not: for it was founded upon a rock."
"23343","40","7","26","Matt.7.26","And every one that heareth these sayings of mine, and doeth them not, shall be likened unto a foolish man, which built his house upon the sand:"
"23344","40","7","27","Matt.7.27","And the rain descended, and the floods came, and the winds blew, and beat upon that house; and it fell: and great was the fall of it."
"23345","40","7","28","Matt.7.28","And it came to pass, when Jesus had ended these sayings, the people were astonished at his doctrine:"
"23346","40","7","29","Matt.7.29","For he taught them as one having authority, and not as the scribes."
"23347","40","8","1","Matt.8.1","When he was come down from the mountain, great multitudes followed him."
"23348","40","8","2","Matt.8.2","And, behold, there came a leper and worshipped him, saying, Lord, if thou wilt, thou canst make me clean."
"23349","40","8","3","Matt.8.3","And Jesus put forth his hand, and touched him, saying, I will; be thou clean. And immediately his leprosy was cleansed."
"23350","40","8","4","Matt.8.4","And Jesus saith unto him, See thou tell no man; but go thy way, shew thyself to the priest, and offer the gift that Moses commanded, for a testimony unto them."
"23351","40","8","5","Matt.8.5","And when Jesus was entered into Capernaum, there came unto him a centurion, beseeching him,"
"23352","40","8","6","Matt.8.6","And saying, Lord, my servant lieth at home sick of the palsy, grievously tormented."
"23353","40","8","7","Matt.8.7","And Jesus saith unto him, I will come and heal him."
"23354","40","8","8","Matt.8.8","The centurion answered and said, Lord, I am not worthy that thou shouldest come under my roof: but speak the word only, and my servant shall be healed."
"23355","40","8","9","Matt.8.9","For I am a man under authority, having soldiers under me: and I say to this man, Go, and he goeth; and to another, Come, and he cometh; and to my servant, Do this, and he doeth it."
"23356","40","8","10","Matt.8.10","When Jesus heard it, he marvelled, and said to them that followed, Verily I say unto you, I have not found so great faith, no, not in Israel."
"23357","40","8","11","Matt.8.11","And I say unto you, That many shall come from the east and west, and shall sit down with Abraham, and Isaac, and Jacob, in the kingdom of heaven."
"23358","40","8","12","Matt.8.12","But the children of the kingdom shall be cast out into outer darkness: there shall be weeping and gnashing of teeth."
"23359","40","8","13","Matt.8.13","And Jesus said unto the centurion, Go thy way; and as thou hast believed, so be it done unto thee. And his servant was healed in the selfsame hour."
"23360","40","8","14","Matt.8.14","And when Jesus was come into Peter's house, he saw his wife's mother laid, and sick of a fever."
"23361","40","8","15","Matt.8.15","And he touched her hand, and the fever left her: and she arose, and ministered unto them."
"23362","40","8","16","Matt.8.16","When the even was come, they brought unto him many that were possessed with devils: and he cast out the spirits with his word, and healed all that were sick:"
"23363","40","8","17","Matt.8.17","That it might be fulfilled which was spoken by Esaias the prophet, saying, Himself took our infirmities, and bare our sicknesses."
"23364","40","8","18","Matt.8.18","Now when Jesus saw great multitudes about him, he gave commandment to depart unto the other side."
"23365","40","8","19","Matt.8.19","And a certain scribe came, and said unto him, Master, I will follow thee whithersoever thou goest."
"23366","40","8","20","Matt.8.20","And Jesus saith unto him, The foxes have holes, and the birds of the air have nests; but the Son of man hath not where to lay his head."
"23367","40","8","21","Matt.8.21","And another of his disciples said unto him, Lord, suffer me first to go and bury my father."
"23368","40","8","22","Matt.8.22","But Jesus said unto him, Follow me; and let the dead bury their dead."
"23369","40","8","23","Matt.8.23","And when he was entered into a ship, his disciples followed him."
"23370","40","8","24","Matt.8.24","And, behold, there arose a great tempest in the sea, insomuch that the ship was covered with the waves: but he was asleep."
"23371","40","8","25","Matt.8.25","And his disciples came to him, and awoke him, saying, Lord, save us: we perish."
"23372","40","8","26","Matt.8.26","And he saith unto them, Why are ye fearful, O ye of little faith? Then he arose, and rebuked the winds and the sea; and there was a great calm."
"23373","40","8","27","Matt.8.27","But the men marvelled, saying, What manner of man is this, that even the winds and the sea obey him!"
"23374","40","8","28","Matt.8.28","And when he was come to the other side into the country of the Gergesenes, there met him two possessed with devils, coming out of the tombs, exceeding fierce, so that no man might pass by that way."
"23375","40","8","29","Matt.8.29","And, behold, they cried out, saying, What have we to do with thee, Jesus, thou Son of God? art thou come hither to torment us before the time?"
"23376","40","8","30","Matt.8.30","And there was a good way off from them an herd of many swine feeding."
"23377","40","8","31","Matt.8.31","So the devils besought him, saying, If thou cast us out, suffer us to go away into the herd of swine."
"23378","40","8","32","Matt.8.32","And he said unto them, Go. And when they were come out, they went into the herd of swine: and, behold, the whole herd of swine ran violently down a steep place into the sea, and perished in the waters."
