Latitude,Longitude,Year ,Month,Day,Day_Name,Display_Date,Day/Route,Alt_Route,City,Waypoint,Type,Observed,Text,NN Notes,Editorial
51.5072715,-0.167919,1849,11,9,Friday,"November 9, 1849",4,,London,Hyde Park,l,,,,
51.5135643,-0.1608111,1849,11,9,Friday,"November 9, 1849",4,,London,Edgware Road and Marble Arch,w,,"""to the Edgeware Road""",End of Hyde Park,
51.5100871,-0.1250908,1849,11,9,Friday,"November 9, 1849",4,,London,"Adelphi Theatre, Strand",w,Gallery,,Near HM's lodgings.,
51.5071619,-0.126291,1849,11,9,Friday,"November 9, 1849",4,,London,25 Craven St.,w,,"""in bed by ten' o'clock""",,
51.5071619,-0.126291,1849,11,10,Saturday,"November 10, 1849",5,,London,25 Craven St.,w,,,,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Coffee room,l,,"""breakfast at a Coffee room""",,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Temple Courts,w,gardens,,,
51.5164335,-0.1166664,1849,11,10,Saturday,"November 10, 1849",5,,London,Lincoln's Inn ,l,New Hall,,,
51.5184101,-0.1146041,1849,11,10,Saturday,"November 10, 1849",5,,London,Gray's Inn,l,,,,
51.5180048,-0.111657,1849,11,10,Saturday,"November 10, 1849",5,,London,Holborn Hill,w,,,,
51.5172919,-0.1043278,1849,11,10,Saturday,"November 10, 1849",5,,London,Cock Lane,w,"""Dr. Johnson's Ghost""",,north of St. Paul's,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Smithfield ,w,"""Smithfield (West)""",,cattle market and slaughterhouses; closed in 1855,
51.5211584,-0.1019842,1849,11,10,Saturday,"November 10, 1849",5,,London,Charter House,w,"""fine old cloisters, kitchens, chapels""","""Lord Ellenborough lies buried. . . .Duke of Norfolk was confined here""","Founded as a hospital, then a school",
51.526954,-0.1019665,1849,11,10,Saturday,"November 10, 1849",5,,London,Goswell Street Road,w,,,Runs northward beyond Charterhouse,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Barbican,w,,,South and east of Charterhouse (where Milton once lived),
,,1849,11,10,Saturday,"November 10, 1849",5,,London,St. Swithin's,w,,,On Cannon St. near London Bridge,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Off Moor Lane,w,supposed birthplace of Richard Whittington,,Just north of Guildhall,
51.5158223,-0.0941653,1849,11,10,Saturday,"November 10, 1849",5,,London,Guildhall,w,remains of feast from Lord Mayor's Day,"""Within the hall, the scene was comical.""",,
51.5135254,-0.0926984,1849,11,10,Saturday,"November 10, 1849",5,,London,Poultry St. ,w,,"""Strolled through the Poultery""",,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Bank of England,w,,"""to the Bank & New Exchange""",east of Guildhall,
51.5137041,-0.0888107,1849,11,10,Saturday,"November 10, 1849",5,,London,Royal Exchange,w,,"""New Exchange""",across Threadneedle St from the Bank of England,
51.509882,-0.0892107,1849,11,10,Saturday,"November 10, 1849",5,,London,KingWilliam St.,w,,"""thence, down King William Sreett""",,
51.5101273,-0.0881506,1849,11,10,Saturday,"November 10, 1849",5,,London,Fish Street Hill,w,,"""to Fish Street Hill""",Pass Wren's St. Magnus Martyr and Great Fire memorial,
51.510699,-0.0866728,1849,11,10,Saturday,"November 10, 1849",5,,London,Eastcheap,w,,"""& thro' Eastcheap""",,
51.5100524,-0.078697,1849,11,10,Saturday,"November 10, 1849",5,,London,Tower Hill,w,"Turkish armor, cannon, headsman's block","""to Tower Hill""",,
51.5061358,-0.088258,1849,11,10,Saturday,"November 10, 1849",5,,London,St. Katherine,w,,"""Lounged on by St: Katherine""",,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,London Docks,w,,"""& London Docks""",East of Tower,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Ratcliffe-High Way,w,,"""& Ratcliffe High-Way""",Sailor and working class district,
51.5033839,-0.0635571,1849,11,10,Saturday,"November 10, 1849",5,,London,Wapping High St.,w,,"""within the dock walls to Wapping""",Where Nelson outfitted and pirates hanged,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Thames Tunnel,w,,"""and the Tunnel""","From Wapping to Swan Lane, Rotherhithe",
51.5043359,-0.0482055,1849,11,10,Saturday,"November 10, 1849",5,,London,Rotherhithe,w,,"""to Rotherhithe""",,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Thames River steamer,w,,"""and back by boat""","popular twilight excursion, with views of St. Paul's, bridges, Whitefriars",
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Temple Landing,w,,,,
51.5100871,-0.1250908,1849,11,10,Saturday,"November 10, 1849",5,,London,"Adelphi Theatre, Strand",w,,"""off to the Adelphi to dinner at five""",,
51.5178899,-0.1116198,1849,11,10,Saturday,"November 10, 1849",5,,London,Holborn,w,,"""Adler and I strolled over to Holborn""",,
,,1849,11,10,Saturday,"November 10, 1849",5,,London,Penny Theater,w,,"""Stopped in at a Penny Theater""","temporary street-corner entertainment, not a real theater",
51.5071619,-0.126291,1849,11,10,Saturday,"November 10, 1849",5,,London,25 Craven St.,w,,"""To bed early.""",,
51.5071619,-0.126291,1849,11,11,Sunday,"November 11, 1849",6,,London,25 Craven St.,w,,,,
51.513267,-0.112448,1849,11,11,Sunday,"November 11, 1849",6,,London,Temple Church,w,"Crusaders, ""heads of the damned, fine""","""down to the Temple Church to hear the music""",,
51.5138486,-0.1005339,1849,11,11,Sunday,"November 11, 1849",6,,London,St. Paul's,w,,,,
,,1849,11,11,Sunday,"November 11, 1849",6,,London,Bus to Hampton Court,,,,,
,,1849,11,11,Sunday,"November 11, 1849",6,,London,Strand,o,,,,
,,1849,11,11,Sunday,"November 11, 1849",6,,London,Piccadilly,o,,,,
51.5072715,-0.167919,1849,11,11,Sunday,"November 11, 1849",6,,London,Hyde Park,o,,,,
51.506103,-0.18872,1849,11,11,Sunday,"November 11, 1849",6,,London,Kensington Gardens,o,,,,
,,1849,11,11,Sunday,"November 11, 1849",6,,London,Kensington,o,,,,
51.4911908,-0.2587451,1849,11,11,Sunday,"November 11, 1849",6,,London,Hammersmith,o,,,,
51.4867465,-0.3003438,1849,11,11,Sunday,"November 11, 1849",6,,London,Chiswick,o,,,,
51.4947013,-0.2574383,1849,11,11,Sunday,"November 11, 1849",6,,London,Turnham Green,o,,,,
51.4787471,-0.2977563,1849,11,11,Sunday,"November 11, 1849",6,,London,Kew,w,"""royal gardens at Kew very splendid""",,,
51.47421,-0.2968661,1849,11,11,Sunday,"November 11, 1849",6,,London,Pagoda,l,"""Pagoda built by Chambers""",,Built in 1761 by Sir William Chambers (1726-96),
51.4537421,-0.3017767,1849,11,11,Sunday,"November 11, 1849",6,,London,Richmond Hill,w,"""the view was ineffably fine""",near where Pope and Thompson lived,,
51.4036161,-0.3399456,1849,11,11,Sunday,"November 11, 1849",6,,London,Hampton Court,w,,"""arrived at Hampton Court about 2 P.M""",,
,,1849,11,11,Sunday,"November 11, 1849",6,,London,Hampton Court,o,"pictures by Lely, Van Dyck, Guido, Titian, Rembrandt",,"Extensive notes on paintings, architects, and State Beds",
,,1849,11,11,Sunday,"November 11, 1849",6,,London,Return by train,,,,,
51.5100871,-0.1250908,1849,11,11,Sunday,"November 11, 1849",6,,London,"Adelphi Theatre, Strand",w,,"""dined at the Adelphi""",,
51.5088371,-0.1288612,1849,11,11,Sunday,"November 11, 1849",6,,London,St. Martins-in-the-Fields,w,,"""stopped in at St Martin's-In-the-Fields""",,
51.5071619,-0.126291,1849,11,11,Sunday,"November 11, 1849",6,,London,25 Craven St.,w,,"""& to bed early""",,
51.5071619,-0.126291,1849,11,12,Monday,"November 12, 1849",7,,London,25 Craven St.,w,,,,
51.508856,-0.1267528,1849,11,12,Monday,"November 12, 1849",7,,London,National Gallery,w,,"""Stopped in on my way to New Burlington Street""",,
51.5117889,-0.1426959,1849,11,12,Monday,"November 12, 1849",7,,London,8 New Burlington St.,w,,"""Saw Bentley. Very polite.""",,
51.5079648,-0.1432862,1849,11,12,Monday,"November 12, 1849",7,,London,50 Albemarle St.,w,,"""called upon Mr. Murray . . . Not in.""",,
,,1849,11,12,Monday,"November 12, 1849",7,,London,St. James's St. ,w,,"""Strolled down St. James into the Park""","Continuation of Albemarle St., south of Piccadilly ",
,,1849,11,12,Monday,"November 12, 1849",7,,London,St. James's Park,w,,,Behind St. James' Palace. Gansevoort lodged at 1 St. James's Place,
51.5114196,-0.1205727,1849,11,12,Monday,"November 12, 1849",7,,London,101 Strand,w,,"""took a buss"" to ""the Cigar Divan in the Strand""",,
51.5138486,-0.1005339,1849,11,12,Monday,"November 12, 1849",7,,London,St. Paul's,w,,"""listening to the chaunting in the choir""",,
51.5140076,-0.1047138,1849,11,12,Monday,"November 12, 1849",7,,London,Ludgate Hill,w,,"""down Ludgate Hill to the London Coffee House""",,
,,1849,11,12,Monday,"November 12, 1849",7,,London,London Coffee House,w,,"""to dine . . . with Captain Griswold""",Near the Old Bailey,
51.5129274,",-0.1237191",1849,11,12,Monday,"November 12, 1849",7,,London,27 Bow St,w,"""Judge and Jury""",mock trials at Garrick's Head and Town Hotel,,
51.5071619,-0.126291,1849,11,12,Monday,"November 12, 1849",7,,London,25 Craven St.,w,,,,
51.5071619,-0.126291,1849,11,13,Tuesday,"November 13, 1849",8,,London,25 Craven St.,w,,,,
51.507167,-0.1222373,1849,11,13,Tuesday,"November 13, 1849",8,,London,Hungerford Bridge,w,,,,Has been replaced by Hungeford and Golden Jubilee Bridges; coordinates may be inaccurate
,,1849,11,13,Tuesday,"November 13, 1849",8,,London,Horsemonger Lane,w,,"""To see the last end of the Mannings""",,Horsemonger Mews still exists
51.4990213,-0.1027816,1849,11,13,Tuesday,"November 13, 1849",8,,London,Borough Road,w,,,,Not sure about the order of these two streets
,,1849,11,13,Tuesday,"November 13, 1849",8,,London,Surrey County Gaol,w,,,A place of public executions,
51.5326953,-0.144178,1849,11,13,Tuesday,"November 13, 1849",8,,London,Regents' Park,w,,,,
,,1849,11,13,Tuesday,"November 13, 1849",8,,London,Zoological Gardens,l,,,In northeast corner of the park,Doesn't seem to exist any more
51.5071619,-0.126291,1849,11,13,Tuesday,"November 13, 1849",8,,London,25 Craven St.,w,,,,
51.5071619,-0.126291,1849,11,14,Wednesday,"November 14, 1849",9,,London,25 Craven St.,w,,,,
,,1849,11,14,Wednesday,"November 14, 1849",9,,London,Strand,w,,"""Breakfasted at the old place in the Strand""",,
51.4994174,-0.1275705,1849,11,14,Wednesday,"November 14, 1849",9,,London,Westminster Abbey and Hall,w,,,,
,,1849,11,14,Wednesday,"November 14, 1849",9,,London,Chapel of St. John the Baptist,l,"""knight with one wife on his right side, & a vacant space on the left","""A serio-comico moment about Death""","Tomb of Thomas Cecil and first wife, Dorothy Nevill",
,,1849,11,14,Wednesday,"November 14, 1849",9,,London,Thames penny steamer,w,,,,
51.4957797,-0.1198461,1849,11,14,Wednesday,"November 14, 1849",9,,London,Lambeth Palace,o,,,,
51.4858805,-0.13193,1849,11,14,Wednesday,"November 14, 1849",9,,London,Vauxhall,w,,,Pleasure gardens had closed ten years before HM visited,"""Vauxhall"" likely refers to a spot near the current highway crossing the Thames. These coordinates are for the gardens, not accurate for where HM likely debarked from the steamer."
51.5071619,-0.126291,1849,11,14,Wednesday,"November 14, 1849",9,,London,25 Craven St.,w,,"""Began to rain hard,"" ""arrived home drenched.""",,
51.5079648,-0.1432862,1849,11,14,Wednesday,"November 14, 1849",9,,London,50 Albemarle St.,w,,"""called upon Mr. Murray … ""proposed 'White Jacket' to him""",,
,,1849,11,14,Wednesday,"November 14, 1849",9,,London,Omnibus ride,w,,"""Went down to the Exchange in an omnibus""",,
51.5137041,-0.0888107,1849,11,14,Wednesday,"November 14, 1849",9,,London,Royal Exchange,w,,,,
,,1849,11,14,Wednesday,"November 14, 1849",9,,London,Lloyd's,l,,"""Tried to thrust my way in Loyd's—but it was no go""",,"Perhaps the same ""Bank"" mentioned above"
51.5115185,-0.1196886,1849,11,14,Wednesday,"November 14, 1849",9,,London,"Somerset House, Strand",w,,"""two hours . . . Lounging by the shops""",,
51.5105631,-0.1235027,1849,11,14,Wednesday,"November 14, 1849",9,,London,"331 Strand, Stibbs' Bookshop",w,,"""Happened to see a copy of Beaumont and Fletcher"" and ""of Ben Johnson""",Shop run by Edward C. Stibbs,
,,1849,11,14,Wednesday,"November 14, 1849",9,,London,New Strand Theatre,w,,"""The Clandestine Marriage""",Near Somerset House and Stibbs' shop,
51.5071619,-0.126291,1849,11,14,Wednesday,"November 14, 1849",9,,London,25 Craven St.,w,,,,
51.5071619,-0.126291,1849,11,15,Thursday,"November 15, 1849",10,,London,25 Craven St.,w,,,,
51.5157635,-0.099289,1849,11,15,Thursday,"November 15, 1849",10,,London,"Queen's Hotel, St. Martin's Le Grand",w,,"""to the Queen's Hotel to bid good bye to Mc Curdy and the Dr""","In St. Martin's Le Grand, near St. Paul's",Coordinates for St. Martin's Le Grand
,,1849,11,15,Thursday,"November 15, 1849",10,,London,Omnibus ride,,,"""took a 'buss with Adler""",,
51.5156228,-0.1018206,1849,11,15,Thursday,"November 15, 1849",10,,London,Newgate St.,o,,,,
51.5172652,-0.120659,1849,11,15,Thursday,"November 15, 1849",10,,London,Holborn,o,,,,
51.5149618,-0.1467449,1849,11,15,Thursday,"November 15, 1849",10,,London,Oxford St.,o,,,,
51.5206671,-0.1539376,1849,11,15,Thursday,"November 15, 1849",10,,London,Paddington,o,,,,
51.5189445,-0.1707488,1849,11,15,Thursday,"November 15, 1849",10,,London,Edgware Rd.,o,,,,
51.5317893,-0.1791877,1849,11,15,Thursday,"November 15, 1849",10,,London,St. John's Wood,o,,,,
51.5326953,",-0.1441783",1849,11,15,Thursday,"November 15, 1849",10,,London,Regents' Park,o,,,,
51.5384523,-0.1571763,1849,11,5,Thursday,"November 15, 1849",10,,London,Primrose Hill,w,,"""The view was curious""",,
51.5608454,-0.1653209,1849,11,15,Thursday,"November 15, 1849",10,,London,Hampstead Heath,o,,"""the open country looked green, & the air was pretty clear""",,
,,1849,11,15,Thursday,"November 15, 1849",10,,London,London City,o,,"""cityward it was like a view of hell from Abraham's bosom""",,
51.5326953,",-0.1441783",1849,11,15,Thursday,"November 15, 1849",10,,London,Regents' Park,w,,"""Crossed Regents' Park""",,
51.5154112,-0.0642256,1849,11,15,Thursday,"November 15, 1849",10,,London,New Road,w,,,,
,,1849,11,15,Thursday,"November 15, 1849",10,,London,Omnibus ride,,,"""got into a 'buss"" at New Road",,
,,1849,11,15,Thursday,"November 15, 1849",10,,London,King's Cross,o,,"""Passed Kings Cross""","""hideous"" statue of George IV, ""where Gray's Inn Road starts south""--dreadful slum",
51.531521,-0.1081791,1849,11,15,Thursday,"November 15, 1849",10,,London,"Angel Inn, St. John St (?)",o,,,"""last stop"" on route from north into the city""",
51.5280043,-0.0921092,1849,11,15,Thursday,"November 15, 1849",10,,London,City Road,o,,,,
51.523875,-0.1261741,1849,11,15,Thursday,"November 15, 1849",10,,London,Moorgate,o,,,,
,,1849,11,15,Thursday,"November 15, 1849",10,,London,Bank (of England?),w,,,,
51.513493,-0.0807304,1849,11,15,Thursday,"November 15, 1849",10,,London,Leadenhall St.,w,,"""Lunched in a hole in Leadenhall St""",,
,,1849,11,15,Thursday,"November 15, 1849",10,,London,Omnibus ride,,,,,
51.5079242,-0.096461,1849,11,15,Thursday,"November 15, 1849",10,,London,London Bridge,o,,,,
51.498327,-0.1022393,1849,11,15,Thursday,"November 15, 1849",10,,London,Borough Road,w,,"""Elephant & Castle""",,
,,1849,11,15,Thursday,"November 15, 1849",10,,London,Westminster Bridge (or Hungerford ?),w,,"""Walked over Westminster Bridge to the Abbey""",,
51.4991869,-0.1296555,1849,11,15,Thursday,"November 15, 1849",10,,London,Westminster Abbey ,w,,"""Attended service there at 3 o'clock pm""",,
51.5071619,-0.126291,1849,11,15,Thursday,"November 15, 1849",10,,London,25 Craven St.,w,,"""Walked home & wrote up journal""",,
5105631,-0.1235027,1849,11,15,Thursday,"November 15, 1849",10,,London,332 Strand,w,,"""to the 'Edinburgh Castle'""",,
51.5071619,-0.126291,1849,11,15,Thursday,"November 15, 1849",10,,London,25 Craven St.,w,,"""Home & to bed by 10'o'clock""",,
51.5071619,-0.126291,1849,11,16,Friday,"November 16, 1849",11,,London,25 Craven St.,w,,,,
,,1849,11,16,Friday,"November 16, 1849",11,,London,Breakfast on the Strand,w,,,Great Russsell St.,
51.5194166,-0.1291399,1849,11,16,Friday," November 16, 1849",11,,London,British Museum,w,"""big arm & foot--Rosetta stone--Nineveh sculptures""",,,
51.5079648,-0.1432862,1849,11,16,Friday,"November 16, 1849",11,,London,50 Albemarle St.,w,,"""Mr. Murray was not in.""",,
51.5071619,-0.126291,1849,11,16,Friday,"November 16, 1849",11,,London,25 Craven St.,w,,"""Home, & wrote to Allan""",,
51.5137776,-0.1291868,1849,11,16,Friday,"November 16, 1849",11,,London,Seven Dials,w,,,,
51.5149618,-0.1467449,1849,11,16,Friday,"November 16, 1849",11,,London,Oxford St.,w,,,,
51.5079648,-0.1432862,1849,11,16,Friday,"November 16, 1849",11,,London,50 Albemarle St.,w,,,,
51.5142627,-0.1416024,1849,11,16,Friday,"November 16, 1849",11,,London,Great Marlborough St,w,,"""Went to Mr. Colbourn's""",A publisher and bookseller; HM offered White-Jacket,
51.514219,-0.1104361,1849,11,16,Friday,"November 16, 1849",11,,London,"Mitre Court, Fleet St.",w,,"""Mitre Tavern""","West end of Fleet St., next to Inner Temple","Coordinates for Fleet St, couldn't find correct Mitre Court"
,,1849,11,16,Friday,"November 16, 1849",11,,London,,o,,"""Dr. Johnson Tavern""",,
51.5157635,-0.099289,1849,11,16,Friday,"November 16, 1849",11,,London,"Queen's Hotel, St. Martin's Le Grand",w,,St Martin Le Grand,,
,,1849,11,16,Friday,"November 16, 1849",11,,London,Omnibus ride,,,,,
51.5292752,-0.1085079,1849,11,16,Friday,"November 16, 1849",11,,London,"Sadler's Wells Theatre, Islington",w,,,,
51.5224016,-0.1049286,1849,11,16,Friday,"November 16, 1849",11,,London,"Angel Inn, St. John St.",w,,,,
,,1849,11,16,Friday,"November 16, 1849",11,,London,Omnibus ride,,,,,
51.5172652,-0.120659,1849,11,16,Friday,"November 16, 1849",11,,London,Holborn,w,,,,
51.5163953,-0.114389,1849,11,16,Friday,"November 16, 1849",11,,London,Chancery Lane,w,,,,
51.5136221,-0.1120291,1849,11,16,Friday,"November 16, 1849",11,,London,Temple Bar,w,,,Not sure these coordinates are right--contemporary Temple Bar,
51.5137432,-0.1127002,1849,11,16,Friday,"November 16, 1849",11,,London,"Cock Tavern, 201 Fleet St.",w,,,Opposite the Middle Temple,
51.5071619,-0.126291,1849,11,16,Friday,"November 16, 1849",11,,London,25 Craven St.,w,,,,
51.5071619,-0.126291,1849,11,17,Saturday,"November 17, 1849",12,,London,25 Craven St.,w,,"""Adler proposed a visit to the Dulwich gallery""",,
51.5143566,-0.1091875,1849,11,17,Saturday,"November 17, 1849",12,,London,"King and Keys, 142 Fleet St.",w,,"""went to the 'Kings and Key' Fleet Street, and mounted a buss""",,
,,1849,11,17,Saturday,"November 17, 1849",12,,London,Omnibus ride,,,"""crossed Blackfriars""",,
51.5033476,-0.1067505,1849,11,17,Saturday,"November 17, 1849",12,,London,Blackfriars,o,,"""to Elephant 7 Castle""",,
51.494427,-0.1029355,1849,11,17,Saturday,"November 17, 1849",12,,London,Elephant and Castle,o,,"""thro' Newington"" etc.",,
51.5001973,-0.1055613,1849,11,17,Saturday,"November 17, 1849",12,,London,Newington,o,,,,
51.4898793,-0.0950802,1849,11,17,Saturday,"November 17, 1849",12,,London,Walworth,o,,,,
51.4732581,-0.1261183,1849,11,17,Saturday,"November 17, 1849",12,,London,Camberwell,o,,,,
51.4671357,-0.0929844,1849,11,17,Saturday,"November 17, 1849",12,,London,Denmark Hill,o,,,,
51.4418713,-0.0869883,1849,11,17,Saturday,"November 17, 1849",12,,London,Dulwich,w,,"""to the beautiful hamlet of Dulwich""",,
51.4459818,-0.0885531,1849,11,17,Saturday,"November 17, 1849",12,,London,Dulwich Gallery,l,"""Titans, Claudes, Salvators, Murillos""--long list","""The gallery is full of gems""",,
,,1849,11,17,Saturday,"November 17, 1849",12,,London,Surrounding countryside,l,"""green meadows and woodlands""","""took a little ramble round the country""",,
,,1849,11,17,Saturday,"November 17, 1849",12,,London,Omnibus ride,,,"""Rode back to town on top of buss""",,
51.5143566,-0.1091875,1849,11,17,Saturday,"November 17, 1849",12,,London,"King and Keys, 142 Fleet St.",w,,,,
51.5071619,-0.126291,1849,11,17,Saturday,"November 17, 1849",12,,London,25 Craven St.,w,,"Rejection from Colbourn, ""I'm floored . . .  I shall not see Rome""",,
51.5105631,-0.1235027,1849,11,17,Saturday,"November 17, 1849",12,,London,332 Strand,w,,"""so down to the Edinburgh Castle""",,
51.5105631,-0.1235027,1849,11,17,Saturday,"November 17, 1849",12,,London,"331 Strand, Stibbs' Bookshop",w,,"""bought a quart of Davenant, & a little copy of Hudibras""",,
